dataset,dataset_path,storage_device,cache_condition,benchmark_mode,write_mode,random_count,continuous_count,output_slice_count,threads,memory_limit_mb,T_request_build_ms,T_buffer_alloc_ms,T_plan_ms,T_pread_thread_sum_ms,T_unpack_scatter_thread_sum_ms,T_read_batch_wall_ms,T_checksum_ms,T_total_none_ms,superblocks_total,superblock_task_count,unique_superblocks_touched,logical_decode_task_count,estimated_decode_reuse_factor,bytes_read,bytes_output,memory_peak_mb,notes
cup_3d_big.erwt3d,/mnt/d/CUP/cup_3d_big.erwt3d,hdd,warm,contest,none,100,10,330,8,16384,0.037,3606.691,26.818,3658122.444,4887.795,472049.231,508.814,472558.074,52640,469590,52640,469590,8.92,55197040640,7484488440,0,T_pread/T_unpack are thread-sum not wall-clock; unpack+scatter measured together in unpackLeaves
