axis,mode,iteration,index,time_ms,output_bytes,io_backend,threads,cache_mb,memory_limit_mb,sb_parallel_mode
x,random,52,694,198.212,26412000,sb-contest,8,0,16384,serial
x,random,53,782,198.212,26412000,sb-contest,8,0,16384,serial
x,random,54,790,198.212,26412000,sb-contest,8,0,16384,serial
x,random,55,1027,198.212,26412000,sb-contest,8,0,16384,serial
x,random,56,1635,198.212,26412000,sb-contest,8,0,16384,serial
x,random,57,501,198.212,26412000,sb-contest,8,0,16384,serial
x,random,58,1740,198.212,26412000,sb-contest,8,0,16384,serial
x,random,59,1381,198.212,26412000,sb-contest,8,0,16384,serial
x,random,60,882,198.212,26412000,sb-contest,8,0,16384,serial
x,random,61,692,198.212,26412000,sb-contest,8,0,16384,serial
x,random,62,1989,198.212,26412000,sb-contest,8,0,16384,serial
x,random,63,1554,198.212,26412000,sb-contest,8,0,16384,serial
x,random,64,1575,198.212,26412000,sb-contest,8,0,16384,serial
x,random,65,1455,198.212,26412000,sb-contest,8,0,16384,serial
x,random,66,495,198.212,26412000,sb-contest,8,0,16384,serial
x,random,67,985,198.212,26412000,sb-contest,8,0,16384,serial
x,random,68,1132,198.212,26412000,sb-contest,8,0,16384,serial
x,random,69,466,198.212,26412000,sb-contest,8,0,16384,serial
x,random,70,371,198.212,26412000,sb-contest,8,0,16384,serial
x,random,71,1444,198.212,26412000,sb-contest,8,0,16384,serial
x,random,72,486,198.212,26412000,sb-contest,8,0,16384,serial
x,random,73,1621,198.212,26412000,sb-contest,8,0,16384,serial
x,random,74,172,198.212,26412000,sb-contest,8,0,16384,serial
x,random,75,746,198.212,26412000,sb-contest,8,0,16384,serial
x,random,76,16,198.212,26412000,sb-contest,8,0,16384,serial
x,random,77,609,198.212,26412000,sb-contest,8,0,16384,serial
x,random,78,162,198.212,26412000,sb-contest,8,0,16384,serial
x,random,79,1261,198.212,26412000,sb-contest,8,0,16384,serial
x,random,80,71,198.212,26412000,sb-contest,8,0,16384,serial
x,random,81,411,198.212,26412000,sb-contest,8,0,16384,serial
x,random,82,338,198.212,26412000,sb-contest,8,0,16384,serial
x,random,83,179,198.212,26412000,sb-contest,8,0,16384,serial
x,random,84,915,198.212,26412000,sb-contest,8,0,16384,serial
x,random,85,1100,198.212,26412000,sb-contest,8,0,16384,serial
x,random,86,396,198.212,26412000,sb-contest,8,0,16384,serial
x,random,87,1851,198.212,26412000,sb-contest,8,0,16384,serial
x,random,88,1206,198.212,26412000,sb-contest,8,0,16384,serial
x,random,89,1798,198.212,26412000,sb-contest,8,0,16384,serial
x,random,90,1558,198.212,26412000,sb-contest,8,0,16384,serial
x,random,91,740,198.212,26412000,sb-contest,8,0,16384,serial
x,random,92,287,198.212,26412000,sb-contest,8,0,16384,serial
x,random,93,863,198.212,26412000,sb-contest,8,0,16384,serial
x,random,94,1866,198.212,26412000,sb-contest,8,0,16384,serial
x,random,95,1427,198.212,26412000,sb-contest,8,0,16384,serial
x,random,96,1983,198.212,26412000,sb-contest,8,0,16384,serial
x,random,97,1676,198.212,26412000,sb-contest,8,0,16384,serial
x,random,98,312,198.212,26412000,sb-contest,8,0,16384,serial
x,random,99,1182,198.212,26412000,sb-contest,8,0,16384,serial
y,random,0,1259,198.212,24012000,sb-contest,8,0,16384,serial
y,random,1,1162,198.212,24012000,sb-contest,8,0,16384,serial
y,random,2,221,198.212,24012000,sb-contest,8,0,16384,serial
y,random,3,697,198.212,24012000,sb-contest,8,0,16384,serial
y,random,4,1290,198.212,24012000,sb-contest,8,0,16384,serial
y,random,5,1256,198.212,24012000,sb-contest,8,0,16384,serial
y,random,6,1465,198.212,24012000,sb-contest,8,0,16384,serial
y,random,7,596,198.212,24012000,sb-contest,8,0,16384,serial
y,random,8,574,198.212,24012000,sb-contest,8,0,16384,serial
y,random,9,2085,198.212,24012000,sb-contest,8,0,16384,serial
y,random,10,1320,198.212,24012000,sb-contest,8,0,16384,serial
y,random,11,1808,198.212,24012000,sb-contest,8,0,16384,serial
y,random,12,1558,198.212,24012000,sb-contest,8,0,16384,serial
y,random,13,1051,198.212,24012000,sb-contest,8,0,16384,serial
y,random,14,2071,198.212,24012000,sb-contest,8,0,16384,serial
y,random,15,1530,198.212,24012000,sb-contest,8,0,16384,serial
y,random,16,2177,198.212,24012000,sb-contest,8,0,16384,serial
y,random,17,1739,198.212,24012000,sb-contest,8,0,16384,serial
y,random,18,76,198.212,24012000,sb-contest,8,0,16384,serial
y,random,19,637,198.212,24012000,sb-contest,8,0,16384,serial
y,random,20,771,198.212,24012000,sb-contest,8,0,16384,serial
y,random,21,1949,198.212,24012000,sb-contest,8,0,16384,serial
y,random,22,379,198.212,24012000,sb-contest,8,0,16384,serial
y,random,23,2076,198.212,24012000,sb-contest,8,0,16384,serial
y,random,24,1076,198.212,24012000,sb-contest,8,0,16384,serial
y,random,25,194,198.212,24012000,sb-contest,8,0,16384,serial
y,random,26,1857,198.212,24012000,sb-contest,8,0,16384,serial
y,random,27,883,198.212,24012000,sb-contest,8,0,16384,serial
y,random,28,1225,198.212,24012000,sb-contest,8,0,16384,serial
y,random,29,225,198.212,24012000,sb-contest,8,0,16384,serial
y,random,30,173,198.212,24012000,sb-contest,8,0,16384,serial
y,random,31,2085,198.212,24012000,sb-contest,8,0,16384,serial
y,random,32,920,198.212,24012000,sb-contest,8,0,16384,serial
y,random,33,1249,198.212,24012000,sb-contest,8,0,16384,serial
y,random,34,1638,198.212,24012000,sb-contest,8,0,16384,serial
y,random,35,505,198.212,24012000,sb-contest,8,0,16384,serial
y,random,36,715,198.212,24012000,sb-contest,8,0,16384,serial
y,random,37,1997,198.212,24012000,sb-contest,8,0,16384,serial
y,random,38,1878,198.212,24012000,sb-contest,8,0,16384,serial
y,random,39,320,198.212,24012000,sb-contest,8,0,16384,serial
y,random,40,1883,198.212,24012000,sb-contest,8,0,16384,serial
y,random,41,646,198.212,24012000,sb-contest,8,0,16384,serial
y,random,42,1489,198.212,24012000,sb-contest,8,0,16384,serial
y,random,43,974,198.212,24012000,sb-contest,8,0,16384,serial
y,random,44,754,198.212,24012000,sb-contest,8,0,16384,serial
y,random,45,1804,198.212,24012000,sb-contest,8,0,16384,serial
y,random,46,1216,198.212,24012000,sb-contest,8,0,16384,serial
y,random,47,473,198.212,24012000,sb-contest,8,0,16384,serial
y,random,48,310,198.212,24012000,sb-contest,8,0,16384,serial
y,random,49,152,198.212,24012000,sb-contest,8,0,16384,serial
y,random,50,1242,198.212,24012000,sb-contest,8,0,16384,serial
y,random,51,143,198.212,24012000,sb-contest,8,0,16384,serial
y,random,52,1379,198.212,24012000,sb-contest,8,0,16384,serial
y,random,53,703,198.212,24012000,sb-contest,8,0,16384,serial
y,random,54,2115,198.212,24012000,sb-contest,8,0,16384,serial
y,random,55,390,198.212,24012000,sb-contest,8,0,16384,serial
y,random,56,1789,198.212,24012000,sb-contest,8,0,16384,serial
y,random,57,631,198.212,24012000,sb-contest,8,0,16384,serial
y,random,58,1921,198.212,24012000,sb-contest,8,0,16384,serial
y,random,59,1542,198.212,24012000,sb-contest,8,0,16384,serial
y,random,60,154,198.212,24012000,sb-contest,8,0,16384,serial
y,random,61,832,198.212,24012000,sb-contest,8,0,16384,serial
y,random,62,2029,198.212,24012000,sb-contest,8,0,16384,serial
y,random,63,317,198.212,24012000,sb-contest,8,0,16384,serial
y,random,64,1462,198.212,24012000,sb-contest,8,0,16384,serial
y,random,65,1361,198.212,24012000,sb-contest,8,0,16384,serial
y,random,66,1675,198.212,24012000,sb-contest,8,0,16384,serial
y,random,67,572,198.212,24012000,sb-contest,8,0,16384,serial
y,random,68,1692,198.212,24012000,sb-contest,8,0,16384,serial
y,random,69,526,198.212,24012000,sb-contest,8,0,16384,serial
y,random,70,894,198.212,24012000,sb-contest,8,0,16384,serial
y,random,71,900,198.212,24012000,sb-contest,8,0,16384,serial
y,random,72,685,198.212,24012000,sb-contest,8,0,16384,serial
y,random,73,1175,198.212,24012000,sb-contest,8,0,16384,serial
y,random,74,762,198.212,24012000,sb-contest,8,0,16384,serial
y,random,75,1391,198.212,24012000,sb-contest,8,0,16384,serial
y,random,76,177,198.212,24012000,sb-contest,8,0,16384,serial
y,random,77,1403,198.212,24012000,sb-contest,8,0,16384,serial
y,random,78,1376,198.212,24012000,sb-contest,8,0,16384,serial
y,random,79,733,198.212,24012000,sb-contest,8,0,16384,serial
y,random,80,1400,198.212,24012000,sb-contest,8,0,16384,serial
y,random,81,2044,198.212,24012000,sb-contest,8,0,16384,serial
y,random,82,54,198.212,24012000,sb-contest,8,0,16384,serial
y,random,83,1655,198.212,24012000,sb-contest,8,0,16384,serial
y,random,84,1392,198.212,24012000,sb-contest,8,0,16384,serial
y,random,85,1727,198.212,24012000,sb-contest,8,0,16384,serial
y,random,86,737,198.212,24012000,sb-contest,8,0,16384,serial
y,random,87,449,198.212,24012000,sb-contest,8,0,16384,serial
y,random,88,1423,198.212,24012000,sb-contest,8,0,16384,serial
y,random,89,490,198.212,24012000,sb-contest,8,0,16384,serial
y,random,90,1953,198.212,24012000,sb-contest,8,0,16384,serial
y,random,91,1535,198.212,24012000,sb-contest,8,0,16384,serial
y,random,92,1339,198.212,24012000,sb-contest,8,0,16384,serial
y,random,93,1235,198.212,24012000,sb-contest,8,0,16384,serial
y,random,94,1672,198.212,24012000,sb-contest,8,0,16384,serial
y,random,95,548,198.212,24012000,sb-contest,8,0,16384,serial
y,random,96,84,198.212,24012000,sb-contest,8,0,16384,serial
y,random,97,1438,198.212,24012000,sb-contest,8,0,16384,serial
y,random,98,164,198.212,24012000,sb-contest,8,0,16384,serial
y,random,99,986,198.212,24012000,sb-contest,8,0,16384,serial
z,random,0,2991,198.212,17616804,sb-contest,8,0,16384,serial
z,random,1,1759,198.212,17616804,sb-contest,8,0,16384,serial
z,random,2,5,198.212,17616804,sb-contest,8,0,16384,serial
z,random,3,2189,198.212,17616804,sb-contest,8,0,16384,serial
z,random,4,1955,198.212,17616804,sb-contest,8,0,16384,serial
z,random,5,1674,198.212,17616804,sb-contest,8,0,16384,serial
z,random,6,1061,198.212,17616804,sb-contest,8,0,16384,serial
z,random,7,1181,198.212,17616804,sb-contest,8,0,16384,serial
z,random,8,1596,198.212,17616804,sb-contest,8,0,16384,serial
z,random,9,1477,198.212,17616804,sb-contest,8,0,16384,serial
z,random,10,2005,198.212,17616804,sb-contest,8,0,16384,serial
z,random,11,1531,198.212,17616804,sb-contest,8,0,16384,serial
z,random,12,168,198.212,17616804,sb-contest,8,0,16384,serial
z,random,13,2909,198.212,17616804,sb-contest,8,0,16384,serial
z,random,14,2590,198.212,17616804,sb-contest,8,0,16384,serial
z,random,15,853,198.212,17616804,sb-contest,8,0,16384,serial
z,random,16,272,198.212,17616804,sb-contest,8,0,16384,serial
z,random,17,1613,198.212,17616804,sb-contest,8,0,16384,serial
z,random,18,141,198.212,17616804,sb-contest,8,0,16384,serial
z,random,19,1714,198.212,17616804,sb-contest,8,0,16384,serial
z,random,20,654,198.212,17616804,sb-contest,8,0,16384,serial
z,random,21,2342,198.212,17616804,sb-contest,8,0,16384,serial
z,random,22,742,198.212,17616804,sb-contest,8,0,16384,serial
z,random,23,2312,198.212,17616804,sb-contest,8,0,16384,serial
z,random,24,1793,198.212,17616804,sb-contest,8,0,16384,serial
z,random,25,2745,198.212,17616804,sb-contest,8,0,16384,serial
z,random,26,628,198.212,17616804,sb-contest,8,0,16384,serial
z,random,27,1398,198.212,17616804,sb-contest,8,0,16384,serial
z,random,28,605,198.212,17616804,sb-contest,8,0,16384,serial
z,random,29,1625,198.212,17616804,sb-contest,8,0,16384,serial
z,random,30,2320,198.212,17616804,sb-contest,8,0,16384,serial
z,random,31,1964,198.212,17616804,sb-contest,8,0,16384,serial
z,random,32,817,198.212,17616804,sb-contest,8,0,16384,serial
z,random,33,2459,198.212,17616804,sb-contest,8,0,16384,serial
z,random,34,2916,198.212,17616804,sb-contest,8,0,16384,serial
z,random,35,1906,198.212,17616804,sb-contest,8,0,16384,serial
z,random,36,1215,198.212,17616804,sb-contest,8,0,16384,serial
z,random,37,1412,198.212,17616804,sb-contest,8,0,16384,serial
z,random,38,974,198.212,17616804,sb-contest,8,0,16384,serial
z,random,39,848,198.212,17616804,sb-contest,8,0,16384,serial
z,random,40,1137,198.212,17616804,sb-contest,8,0,16384,serial
z,random,41,64,198.212,17616804,sb-contest,8,0,16384,serial
z,random,42,2710,198.212,17616804,sb-contest,8,0,16384,serial
z,random,43,2480,198.212,17616804,sb-contest,8,0,16384,serial
z,random,44,1287,198.212,17616804,sb-contest,8,0,16384,serial
z,random,45,1751,198.212,17616804,sb-contest,8,0,16384,serial
z,random,46,2259,198.212,17616804,sb-contest,8,0,16384,serial
z,random,47,1915,198.212,17616804,sb-contest,8,0,16384,serial
z,random,48,2944,198.212,17616804,sb-contest,8,0,16384,serial
z,random,49,1952,198.212,17616804,sb-contest,8,0,16384,serial
z,random,50,1303,198.212,17616804,sb-contest,8,0,16384,serial
z,random,51,2987,198.212,17616804,sb-contest,8,0,16384,serial
z,random,52,403,198.212,17616804,sb-contest,8,0,16384,serial
z,random,53,166,198.212,17616804,sb-contest,8,0,16384,serial
z,random,54,2639,198.212,17616804,sb-contest,8,0,16384,serial
z,random,55,1774,198.212,17616804,sb-contest,8,0,16384,serial
z,random,56,1100,198.212,17616804,sb-contest,8,0,16384,serial
z,random,57,1851,198.212,17616804,sb-contest,8,0,16384,serial
z,random,58,2490,198.212,17616804,sb-contest,8,0,16384,serial
z,random,59,2966,198.212,17616804,sb-contest,8,0,16384,serial
z,random,60,758,198.212,17616804,sb-contest,8,0,16384,serial
z,random,61,1598,198.212,17616804,sb-contest,8,0,16384,serial
z,random,62,2280,198.212,17616804,sb-contest,8,0,16384,serial
z,random,63,377,198.212,17616804,sb-contest,8,0,16384,serial
z,random,64,2970,198.212,17616804,sb-contest,8,0,16384,serial
z,random,65,199,198.212,17616804,sb-contest,8,0,16384,serial
z,random,66,1392,198.212,17616804,sb-contest,8,0,16384,serial
z,random,67,564,198.212,17616804,sb-contest,8,0,16384,serial
z,random,68,1732,198.212,17616804,sb-contest,8,0,16384,serial
z,random,69,823,198.212,17616804,sb-contest,8,0,16384,serial
z,random,70,2418,198.212,17616804,sb-contest,8,0,16384,serial
z,random,71,1235,198.212,17616804,sb-contest,8,0,16384,serial
z,random,72,269,198.212,17616804,sb-contest,8,0,16384,serial
z,random,73,2410,198.212,17616804,sb-contest,8,0,16384,serial
z,random,74,2850,198.212,17616804,sb-contest,8,0,16384,serial
z,random,75,2553,198.212,17616804,sb-contest,8,0,16384,serial
z,random,76,2926,198.212,17616804,sb-contest,8,0,16384,serial
z,random,77,354,198.212,17616804,sb-contest,8,0,16384,serial
z,random,78,2983,198.212,17616804,sb-contest,8,0,16384,serial
z,random,79,1494,198.212,17616804,sb-contest,8,0,16384,serial
z,random,80,1845,198.212,17616804,sb-contest,8,0,16384,serial
z,random,81,1489,198.212,17616804,sb-contest,8,0,16384,serial
z,random,82,1262,198.212,17616804,sb-contest,8,0,16384,serial
z,random,83,1492,198.212,17616804,sb-contest,8,0,16384,serial
z,random,84,2868,198.212,17616804,sb-contest,8,0,16384,serial
z,random,85,491,198.212,17616804,sb-contest,8,0,16384,serial
z,random,86,2602,198.212,17616804,sb-contest,8,0,16384,serial
z,random,87,214,198.212,17616804,sb-contest,8,0,16384,serial
z,random,88,1676,198.212,17616804,sb-contest,8,0,16384,serial
z,random,89,2189,198.212,17616804,sb-contest,8,0,16384,serial
z,random,90,795,198.212,17616804,sb-contest,8,0,16384,serial
z,random,91,1690,198.212,17616804,sb-contest,8,0,16384,serial
z,random,92,2280,198.212,17616804,sb-contest,8,0,16384,serial
z,random,93,1082,198.212,17616804,sb-contest,8,0,16384,serial
z,random,94,746,198.212,17616804,sb-contest,8,0,16384,serial
z,random,95,1298,198.212,17616804,sb-contest,8,0,16384,serial
z,random,96,1385,198.212,17616804,sb-contest,8,0,16384,serial
z,random,97,515,198.212,17616804,sb-contest,8,0,16384,serial
z,random,98,1559,198.212,17616804,sb-contest,8,0,16384,serial
z,random,99,1051,198.212,17616804,sb-contest,8,0,16384,serial
x,continuous,0,995,198.212,26412000,sb-contest,8,0,16384,serial
x,continuous,1,996,198.212,26412000,sb-contest,8,0,16384,serial
x,continuous,2,997,198.212,26412000,sb-contest,8,0,16384,serial
x,continuous,3,998,198.212,26412000,sb-contest,8,0,16384,serial
x,continuous,4,999,198.212,26412000,sb-contest,8,0,16384,serial
x,continuous,5,1000,198.212,26412000,sb-contest,8,0,16384,serial
x,continuous,6,1001,198.212,26412000,sb-contest,8,0,16384,serial
x,continuous,7,1002,198.212,26412000,sb-contest,8,0,16384,serial
x,continuous,8,1003,198.212,26412000,sb-contest,8,0,16384,serial
x,continuous,9,1004,198.212,26412000,sb-contest,8,0,16384,serial
y,continuous,0,1095,198.212,24012000,sb-contest,8,0,16384,serial
y,continuous,1,1096,198.212,24012000,sb-contest,8,0,16384,serial
y,continuous,2,1097,198.212,24012000,sb-contest,8,0,16384,serial
y,continuous,3,1098,198.212,24012000,sb-contest,8,0,16384,serial
y,continuous,4,1099,198.212,24012000,sb-contest,8,0,16384,serial
y,continuous,5,1100,198.212,24012000,sb-contest,8,0,16384,serial
y,continuous,6,1101,198.212,24012000,sb-contest,8,0,16384,serial
y,continuous,7,1102,198.212,24012000,sb-contest,8,0,16384,serial
y,continuous,8,1103,198.212,24012000,sb-contest,8,0,16384,serial
y,continuous,9,1104,198.212,24012000,sb-contest,8,0,16384,serial
z,continuous,0,1495,198.212,17616804,sb-contest,8,0,16384,serial
z,continuous,1,1496,198.212,17616804,sb-contest,8,0,16384,serial
z,continuous,2,1497,198.212,17616804,sb-contest,8,0,16384,serial
z,continuous,3,1498,198.212,17616804,sb-contest,8,0,16384,serial
z,continuous,4,1499,198.212,17616804,sb-contest,8,0,16384,serial
z,continuous,5,1500,198.212,17616804,sb-contest,8,0,16384,serial
z,continuous,6,1501,198.212,17616804,sb-contest,8,0,16384,serial
z,continuous,7,1502,198.212,17616804,sb-contest,8,0,16384,serial
z,continuous,8,1503,198.212,17616804,sb-contest,8,0,16384,serial
z,continuous,9,1504,198.212,17616804,sb-contest,8,0,16384,serial
