dataset,dataset_path,storage_device,cache_condition,device_profile,strategy,read_mode,benchmark_count,threads,memory_limit_mb,T_x_random,T_y_random,T_z_random,T_random_avg,T_x_cont,T_y_cont,T_z_cont,T_cont_avg,T_total,storage_ratio,bytes_read_X_MB,bytes_read_Y_MB,bytes_read_Z_MB,pread_calls_X,pread_calls_Y,pread_calls_Z,measured,comparable_to_current_best,notes
50G,/mnt/f/CUP/cup_3d_big_nopanel.erwt3d,ssd,cold,ssd-max,SB baseline (static),pread,100+10,8,8192,4888.55,3485.63,2444.38,3606.19,3485.11,3216.15,2526.62,3075.96,3341.07,1.044,1724.9,1577.1,1174.4,1645,1504,1120,true,true,Full 100+10 confirms SB baseline static best for 50G SSD
